hour,district,neighborhood,specific_count,crime_category,total_count,crime_rate
10,13,East Village / Garfield Park,95,Public Order Crimes,7757,0.012247002707232177
10,14,Avondale / Bucktown,177,Public Order Crimes,7757,0.02281809978084311
10,15,Austin,429,Public Order Crimes,7757,0.0553048859095011
10,16,Dunning / Edison Park,148,Public Order Crimes,7757,0.019079541059688024
10,17,Albany Park / Avondale,207,Public Order Crimes,7757,0.026685574319969062
10,18,Lincoln Park / Magnificent Mile,183,Public Order Crimes,7757,0.0235915946886683
10,19,Lake View / Lincoln Park,103,Public Order Crimes,7757,0.013278329250999098
10,20,Andersonville / Edgewater,90,Public Order Crimes,7757,0.011602423617377853
10,21,Chinatown / Douglas,70,Public Order Crimes,7757,0.009024107257960552
10,22,Auburn Gresham / Beverly,223,Public Order Crimes,7757,0.0287482274075029
10,23,Boystown / Lake View,49,Public Order Crimes,7757,0.006316875080572386
10,24,Edgewater / Rogers Park,136,Public Order Crimes,7757,0.017532551244037645
10,25,Austin / Avondale,760,Public Order Crimes,7757,0.09797602165785742
11,1,Douglas / Loop,217,Public Order Crimes,9545,0.022734415924567836
11,2,Douglas / Englewood,358,Public Order Crimes,9545,0.037506547930853854
11,3,Grand Crossing / Jackson Park,470,Public Order Crimes,9545,0.04924044002095338
11,4,Avalon Park / Burnside,583,Public Order Crimes,9545,0.06107909900471451
11,5,Burnside / Pullman,592,Public Order Crimes,9545,0.06202200104766894
11,6,Auburn Gresham / Chatham,572,Public Order Crimes,9545,0.05992666317443688
11,7,Englewood / Grand Crossing,684,Public Order Crimes,9545,0.07166055526453641
11,8,Archer Heights / Ashburn,726,Public Order Crimes,9545,0.07606076479832373
11,9,Armour Square / Bridgeport,589,Public Order Crimes,9545,0.061707700366684125
11,10,Little Village / Lower West Side,434,Public Order Crimes,9545,0.04546883184913567
11,11,Austin / Garfield Park,933,Public Order Crimes,9545,0.09774751178627554
11,12,East Village / Garfield Park,254,Public Order Crimes,9545,0.026610790990047144
11,13,East Village / Garfield Park,134,Public Order Crimes,9545,0.014038763750654793
11,14,Avondale / Bucktown,229,Public Order Crimes,9545,0.02399161864850707
11,15,Austin,507,Public Order Crimes,9545,0.053116815086432685
11,16,Dunning / Edison Park,187,Public Order Crimes,9545,0.019591409114719748
11,17,Albany Park / Avondale,229,Public Order Crimes,9545,0.02399161864850707
11,18,Lincoln Park / Magnificent Mile,236,Public Order Crimes,9545,0.024724986904138293
11,19,Lake View / Lincoln Park,122,Public Order Crimes,9545,0.012781561026715557
11,20,Andersonville / Edgewater,99,Public Order Crimes,9545,0.01037192247249869
11,21,Chinatown / Douglas,72,Public Order Crimes,9545,0.007543216343635411
11,22,Auburn Gresham / Beverly,304,Public Order Crimes,9545,0.03184913567312729
11,23,Boystown / Lake View,97,Public Order Crimes,9545,0.010162388685175484
11,24,Edgewater / Rogers Park,184,Public Order Crimes,9545,0.01927710843373494
11,25,Austin / Avondale,733,Public Order Crimes,9545,0.07679413305395495
12,1,Douglas / Loop,241,Public Order Crimes,10368,0.023244598765432098
12,2,Douglas / Englewood,337,Public Order Crimes,10368,0.03250385802469136
12,3,Grand Crossing / Jackson Park,554,Public Order Crimes,10368,0.05343364197530864
12,4,Avalon Park / Burnside,652,Public Order Crimes,10368,0.0628858024691358
12,5,Burnside / Pullman,609,Public Order Crimes,10368,0.05873842592592592
12,6,Auburn Gresham / Chatham,657,Public Order Crimes,10368,0.06336805555555555
12,7,Englewood / Grand Crossing,737,Public Order Crimes,10368,0.07108410493827161
12,8,Archer Heights / Ashburn,803,Public Order Crimes,10368,0.07744984567901235
12,9,Armour Square / Bridgeport,649,Public Order Crimes,10368,0.06259645061728394
12,10,Little Village / Lower West Side,555,Public Order Crimes,10368,0.053530092592592594
12,11,Austin / Garfield Park,922,Public Order Crimes,10368,0.08892746913580248
12,12,East Village / Garfield Park,357,Public Order Crimes,10368,0.03443287037037037
12,13,East Village / Garfield Park,147,Public Order Crimes,10368,0.014178240740740741
12,14,Avondale / Bucktown,207,Public Order Crimes,10368,0.019965277777777776
12,15,Austin,531,Public Order Crimes,10368,0.051215277777777776
12,16,Dunning / Edison Park,237,Public Order Crimes,10368,0.022858796296296297
12,17,Albany Park / Avondale,232,Public Order Crimes,10368,0.022376543209876542
12,18,Lincoln Park / Magnificent Mile,294,Public Order Crimes,10368,0.028356481481481483
12,19,Lake View / Lincoln Park,153,Public Order Crimes,10368,0.014756944444444444
12,20,Andersonville / Edgewater,143,Public Order Crimes,10368,0.013792438271604939
12,21,Chinatown / Douglas,84,Public Order Crimes,10368,0.008101851851851851
12,22,Auburn Gresham / Beverly,337,Public Order Crimes,10368,0.03250385802469136
12,23,Boystown / Lake View,86,Public Order Crimes,10368,0.008294753086419753
12,24,Edgewater / Rogers Park,195,Public Order Crimes,10368,0.01880787037037037
12,25,Austin / Avondale,649,Public Order Crimes,10368,0.06259645061728394
13,1,Douglas / Loop,240,Public Order Crimes,10213,0.02349946147067463
13,2,Douglas / Englewood,399,Public Order Crimes,10213,0.03906785469499657
13,3,Grand Crossing / Jackson Park,539,Public Order Crimes,10213,0.05277587388622344
13,4,Avalon Park / Burnside,670,Public Order Crimes,10213,0.06560266327230001
13,5,Burnside / Pullman,580,Public Order Crimes,10213,0.05679036522079702
13,6,Auburn Gresham / Chatham,634,Public Order Crimes,10213,0.062077744051698816
13,7,Englewood / Grand Crossing,790,Public Order Crimes,10213,0.07735239400763733
13,8,Archer Heights / Ashburn,716,Public Order Crimes,10213,0.07010672672084597
13,9,Armour Square / Bridgeport,619,Public Order Crimes,10213,0.06060902770978165
13,10,Little Village / Lower West Side,557,Public Order Crimes,10213,0.05453833349652404
13,11,Austin / Garfield Park,801,Public Order Crimes,10213,0.07842945265837657
13,12,East Village / Garfield Park,357,Public Order Crimes,10213,0.03495544893762851
13,13,East Village / Garfield Park,140,Public Order Crimes,10213,0.013708019191226868
13,14,Avondale / Bucktown,211,Public Order Crimes,10213,0.02065994320963478
13,15,Austin,523,Public Order Crimes,10213,0.0512092431215118
13,16,Dunning / Edison Park,228,Public Order Crimes,10213,0.0223244883971409
13,17,Albany Park / Avondale,241,Public Order Crimes,10213,0.023597375893469108
13,18,Lincoln Park / Magnificent Mile,280,Public Order Crimes,10213,0.027416038382453736
13,19,Lake View / Lincoln Park,140,Public Order Crimes,10213,0.013708019191226868
13,20,Andersonville / Edgewater,131,Public Order Crimes,10213,0.01282678938607657
13,21,Chinatown / Douglas,94,Public Order Crimes,10213,0.009203955742680897
13,22,Auburn Gresham / Beverly,397,Public Order Crimes,10213,0.03887202584940762
13,23,Boystown / Lake View,91,Public Order Crimes,10213,0.008910212474297465
13,24,Edgewater / Rogers Park,220,Public Order Crimes,10213,0.021541173014785076
13,25,Austin / Avondale,615,Public Order Crimes,10213,0.06021737001860374
14,1,Douglas / Loop,242,Public Order Crimes,10119,0.023915406660737226
14,2,Douglas / Englewood,373,Public Order Crimes,10119,0.036861349935764405
14,3,Grand Crossing / Jackson Park,503,Public Order Crimes,10119,0.049708469216325726
14,4,Avalon Park / Burnside,610,Public Order Crimes,10119,0.060282636624172346
14,5,Burnside / Pullman,534,Public Order Crimes,10119,0.05277201304476727
14,6,Auburn Gresham / Chatham,606,Public Order Crimes,10119,0.05988734064630893
14,7,Englewood / Grand Crossing,725,Public Order Crimes,10119,0.07164739598774582
14,8,Archer Heights / Ashburn,768,Public Order Crimes,10119,0.07589682774977764
14,9,Armour Square / Bridgeport,611,Public Order Crimes,10119,0.06038146061863821
14,10,Little Village / Lower West Side,588,Public Order Crimes,10119,0.058108508745923514
14,11,Austin / Garfield Park,787,Public Order Crimes,10119,0.07777448364462891
14,12,East Village / Garfield Park,331,Public Order Crimes,10119,0.032710742168198435
14,13,East Village / Garfield Park,169,Public Order Crimes,10119,0.016701255064729716
14,14,Avondale / Bucktown,218,Public Order Crimes,10119,0.021543630793556676
14,15,Austin,560,Public Order Crimes,10119,0.05534143690087953
14,16,Dunning / Edison Park,194,Public Order Crimes,10119,0.019171854926376124
14,17,Albany Park / Avondale,264,Public Order Crimes,10119,0.026089534538986065
14,18,Lincoln Park / Magnificent Mile,324,Public Order Crimes,10119,0.032018974206937445
14,19,Lake View / Lincoln Park,123,Public Order Crimes,10119,0.012155351319300326
14,20,Andersonville / Edgewater,119,Public Order Crimes,10119,0.011760055341436901
14,21,Chinatown / Douglas,69,Public Order Crimes,10119,0.006818855618144086
14,22,Auburn Gresham / Beverly,344,Public Order Crimes,10119,0.03399545409625457
14,23,Boystown / Lake View,94,Public Order Crimes,10119,0.009289455479790492
14,24,Edgewater / Rogers Park,222,Public Order Crimes,10119,0.021938926771420102
14,25,Austin / Avondale,741,Public Order Crimes,10119,0.07322857989919952
15,1,Douglas / Loop,279,Public Order Crimes,10282,0.027134798677300138
15,2,Douglas / Englewood,366,Public Order Crimes,10282,0.035596187512157165
15,3,Grand Crossing / Jackson Park,592,Public Order Crimes,10282,0.05757634701419957
15,4,Avalon Park / Burnside,627,Public Order Crimes,10282,0.060980354016728265
15,5,Burnside / Pullman,546,Public Order Crimes,10282,0.05310250923944758
15,6,Auburn Gresham / Chatham,637,Public Order Crimes,10282,0.061952927446022175
15,7,Englewood / Grand Crossing,801,Public Order Crimes,10282,0.07790313168644232
15,8,Archer Heights / Ashburn,703,Public Order Crimes,10282,0.068371912079362
15,9,Armour Square / Bridgeport,551,Public Order Crimes,10282,0.053588795954094534
15,10,Little Village / Lower West Side,697,Public Order Crimes,10282,0.06778836802178564
15,11,Austin / Garfield Park,867,Public Order Crimes,10282,0.08432211631978215
15,12,East Village / Garfield Park,280,Public Order Crimes,10282,0.027232056020229527
15,13,East Village / Garfield Park,131,Public Order Crimes,10282,0.012740711923750243
15,14,Avondale / Bucktown,226,Public Order Crimes,10282,0.021980159502042403
15,15,Austin,577,Public Order Crimes,10282,0.056117486870258707
15,16,Dunning / Edison Park,190,Public Order Crimes,10282,0.01847889515658432
15,17,Albany Park / Avondale,254,Public Order Crimes,10282,0.02470336510406536
15,18,Lincoln Park / Magnificent Mile,336,Public Order Crimes,10282,0.032678467224275434
15,19,Lake View / Lincoln Park,148,Public Order Crimes,10282,0.014394086753549893
15,20,Andersonville / Edgewater,155,Public Order Crimes,10282,0.015074888154055631
15,21,Chinatown / Douglas,63,Public Order Crimes,10282,0.006127212604551644
15,22,Auburn Gresham / Beverly,349,Public Order Crimes,10282,0.03394281268235752
15,23,Boystown / Lake View,100,Public Order Crimes,10282,0.009725734292939117
15,24,Edgewater / Rogers Park,214,Public Order Crimes,10282,0.02081307138688971
15,25,Austin / Avondale,593,Public Order Crimes,10282,0.05767360435712896
16,1,Douglas / Loop,273,Public Order Crimes,9497,0.028745919764136044
16,2,Douglas / Englewood,350,Public Order Crimes,9497,0.0368537432873539
16,3,Grand Crossing / Jackson Park,563,Public Order Crimes,9497,0.059281878487943564
16,4,Avalon Park / Burnside,546,Public Order Crimes,9497,0.05749183952827209
16,5,Burnside / Pullman,460,Public Order Crimes,9497,0.04843634832052227
16,6,Auburn Gresham / Chatham,587,Public Order Crimes,9497,0.061808992313362114
16,7,Englewood / Grand Crossing,801,Public Order Crimes,9497,0.08434242392334422
16,8,Archer Heights / Ashburn,642,Public Order Crimes,9497,0.0676002948299463
16,9,Armour Square / Bridgeport,536,Public Order Crimes,9497,0.05643887543434769
16,10,Little Village / Lower West Side,610,Public Order Crimes,9497,0.06423080972938823
16,11,Austin / Garfield Park,896,Public Order Crimes,9497,0.09434558281562598
16,12,East Village / Garfield Park,207,Public Order Crimes,9497,0.02179635674423502
16,13,East Village / Garfield Park,102,Public Order Crimes,9497,0.010740233758028852
16,14,Avondale / Bucktown,267,Public Order Crimes,9497,0.028114141307781403
16,15,Austin,491,Public Order Crimes,9497,0.0517005370116879
16,16,Dunning / Edison Park,190,Public Order Crimes,9497,0.020006317784563545
16,17,Albany Park / Avondale,189,Public Order Crimes,9497,0.019901021375171107
16,18,Lincoln Park / Magnificent Mile,317,Public Order Crimes,9497,0.03337896177740339
16,19,Lake View / Lincoln Park,124,Public Order Crimes,9497,0.013056754764662525
16,20,Andersonville / Edgewater,96,Public Order Crimes,9497,0.010108455301674212
16,21,Chinatown / Douglas,59,Public Order Crimes,9497,0.0062124881541539435
16,22,Auburn Gresham / Beverly,299,Public Order Crimes,9497,0.031483626408339474
16,23,Boystown / Lake View,77,Public Order Crimes,9497,0.008107823523217858
16,24,Edgewater / Rogers Park,168,Public Order Crimes,9497,0.017689796777929874
16,25,Austin / Avondale,647,Public Order Crimes,9497,0.0681267768769085
17,1,Douglas / Loop,261,Public Order Crimes,9770,0.026714431934493348
17,2,Douglas / Englewood,356,Public Order Crimes,9770,0.036438075742067554
17,3,Grand Crossing / Jackson Park,486,Public Order Crimes,9770,0.049744114636642786
17,4,Avalon Park / Burnside,551,Public Order Crimes,9770,0.0563971340839304
17,5,Burnside / Pullman,608,Public Order Crimes,9770,0.062231320368474924
17,6,Auburn Gresham / Chatham,556,Public Order Crimes,9770,0.05690890481064483
17,7,Englewood / Grand Crossing,845,Public Order Crimes,9770,0.086489252814739
17,8,Archer Heights / Ashburn,646,Public Order Crimes,9770,0.06612077789150461
17,9,Armour Square / Bridgeport,506,Public Order Crimes,9770,0.05179119754350051
17,10,Little Village / Lower West Side,620,Public Order Crimes,9770,0.06345957011258956
17,11,Austin / Garfield Park,931,Public Order Crimes,9770,0.09529170931422723
17,12,East Village / Garfield Park,224,Public Order Crimes,9770,0.02292732855680655
17,13,East Village / Garfield Park,123,Public Order Crimes,9770,0.012589559877175025
17,14,Avondale / Bucktown,280,Public Order Crimes,9770,0.028659160696008188
17,15,Austin,519,Public Order Crimes,9770,0.053121801432958034
17,16,Dunning / Edison Park,179,Public Order Crimes,9770,0.018321392016376663
17,17,Albany Park / Avondale,184,Public Order Crimes,9770,0.018833162743091096
17,18,Lincoln Park / Magnificent Mile,309,Public Order Crimes,9770,0.031627430910951895
17,19,Lake View / Lincoln Park,144,Public Order Crimes,9770,0.01473899692937564
17,20,Andersonville / Edgewater,123,Public Order Crimes,9770,0.012589559877175025
17,21,Chinatown / Douglas,57,Public Order Crimes,9770,0.005834186284544524
17,22,Auburn Gresham / Beverly,285,Public Order Crimes,9770,0.02917093142272262
17,23,Boystown / Lake View,86,Public Order Crimes,9770,0.008802456499488229
17,24,Edgewater / Rogers Park,167,Public Order Crimes,9770,0.017093142272262028
17,25,Austin / Avondale,724,Public Order Crimes,9770,0.07410440122824974
18,1,Douglas / Loop,332,Public Order Crimes,13851,0.023969388491805646
18,2,Douglas / Englewood,499,Public Order Crimes,13851,0.03602627969099704
18,3,Grand Crossing / Jackson Park,686,Public Order Crimes,13851,0.04952710995595986
18,4,Avalon Park / Burnside,682,Public Order Crimes,13851,0.049238322142805574
18,5,Burnside / Pullman,917,Public Order Crimes,13851,0.06620460616561981
18,6,Auburn Gresham / Chatham,656,Public Order Crimes,13851,0.04736120135730272
18,7,Englewood / Grand Crossing,1283,Public Order Crimes,13851,0.09262869106923688
18,8,Archer Heights / Ashburn,982,Public Order Crimes,13851,0.07089740812937693
18,9,Armour Square / Bridgeport,816,Public Order Crimes,13851,0.05891271388347412
18,10,Little Village / Lower West Side,925,Public Order Crimes,13851,0.06678218179192838
18,11,Austin / Garfield Park,1350,Public Order Crimes,13851,0.09746588693957114
18,12,East Village / Garfield Park,319,Public Order Crimes,13851,0.02303082809905422
18,13,East Village / Garfield Park,193,Public Order Crimes,13851,0.013934011984694246
18,14,Avondale / Bucktown,380,Public Order Crimes,13851,0.027434842249657063
18,15,Austin,789,Public Order Crimes,13851,0.056963396144682696
18,16,Dunning / Edison Park,227,Public Order Crimes,13851,0.016388708396505667
18,17,Albany Park / Avondale,253,Public Order Crimes,13851,0.01826582918200852
18,18,Lincoln Park / Magnificent Mile,471,Public Order Crimes,13851,0.034004764998917046
18,19,Lake View / Lincoln Park,200,Public Order Crimes,13851,0.014439390657714244
18,20,Andersonville / Edgewater,181,Public Order Crimes,13851,0.01306764854523139
18,21,Chinatown / Douglas,91,Public Order Crimes,13851,0.006569922749259981
18,22,Auburn Gresham / Beverly,360,Public Order Crimes,13851,0.02599090318388564
18,23,Boystown / Lake View,110,Public Order Crimes,13851,0.007941664861742834
18,24,Edgewater / Rogers Park,246,Public Order Crimes,13851,0.017760450508988522
18,25,Austin / Avondale,903,Public Order Crimes,13851,0.06519384881957982
19,1,Douglas / Loop,436,Public Order Crimes,20089,0.021703419781970233
19,2,Douglas / Englewood,881,Public Order Crimes,20089,0.04385484593558664
19,3,Grand Crossing / Jackson Park,964,Public Order Crimes,20089,0.04798646025187914
19,4,Avalon Park / Burnside,957,Public Order Crimes,20089,0.04763801085170989
19,5,Burnside / Pullman,1074,Public Order Crimes,20089,0.05346209368311016
19,6,Auburn Gresham / Chatham,1060,Public Order Crimes,20089,0.05276519488277166
19,7,Englewood / Grand Crossing,1676,Public Order Crimes,20089,0.08342874209766539
19,8,Archer Heights / Ashburn,1362,Public Order Crimes,20089,0.06779829757578774
19,9,Armour Square / Bridgeport,1193,Public Order Crimes,20089,0.05938573348598736
19,10,Little Village / Lower West Side,1358,Public Order Crimes,20089,0.06759918363283389
19,11,Austin / Garfield Park,2246,Public Order Crimes,20089,0.11180247896858977
19,12,East Village / Garfield Park,479,Public Order Crimes,20089,0.023843894668724178
19,13,East Village / Garfield Park,347,Public Order Crimes,20089,0.01727313455124695
19,14,Avondale / Bucktown,569,Public Order Crimes,20089,0.02832395838518592
19,15,Austin,1155,Public Order Crimes,20089,0.05749415102792573
19,16,Dunning / Edison Park,309,Public Order Crimes,20089,0.015381552093185325
19,17,Albany Park / Avondale,363,Public Order Crimes,20089,0.018069590323062372
19,18,Lincoln Park / Magnificent Mile,716,Public Order Crimes,20089,0.03564139578874011
19,19,Lake View / Lincoln Park,312,Public Order Crimes,20089,0.015530887550400716
19,20,Andersonville / Edgewater,214,Public Order Crimes,20089,0.01065259594803126
19,21,Chinatown / Douglas,118,Public Order Crimes,20089,0.005873861317138733
19,22,Auburn Gresham / Beverly,524,Public Order Crimes,20089,0.02608392652695505
19,23,Boystown / Lake View,174,Public Order Crimes,20089,0.008661456518492707
19,24,Edgewater / Rogers Park,378,Public Order Crimes,20089,0.01881626760913933
19,25,Austin / Avondale,1224,Public Order Crimes,20089,0.06092886654387974
20,1,Douglas / Loop,412,Public Order Crimes,24962,0.016505087733354698
20,2,Douglas / Englewood,1135,Public Order Crimes,24962,0.045469113051838796
20,3,Grand Crossing / Jackson Park,1110,Public Order Crimes,24962,0.04446759073792164
20,4,Avalon Park / Burnside,1239,Public Order Crimes,24962,0.049635445877734156
20,5,Burnside / Pullman,1276,Public Order Crimes,24962,0.051117698902331546
20,6,Auburn Gresham / Chatham,1311,Public Order Crimes,24962,0.05251983014181556
20,7,Englewood / Grand Crossing,2105,Public Order Crimes,24962,0.08432817883182438
20,8,Archer Heights / Ashburn,1568,Public Order Crimes,24962,0.0628154795288839
20,9,Armour Square / Bridgeport,1636,Public Order Crimes,24962,0.06553962022273856
20,10,Little Village / Lower West Side,1538,Public Order Crimes,24962,0.06161365275218332
20,11,Austin / Garfield Park,3133,Public Order Crimes,24962,0.12551077638009775
20,12,East Village / Garfield Park,730,Public Order Crimes,24962,0.029244451566380898
20,13,East Village / Garfield Park,530,Public Order Crimes,24962,0.021232273055043667
20,14,Avondale / Bucktown,797,Public Order Crimes,24962,0.03192853136767887
20,15,Austin,1324,Public Order Crimes,24962,0.05304062174505248
20,16,Dunning / Edison Park,373,Public Order Crimes,24962,0.01494271292364394
20,17,Albany Park / Avondale,484,Public Order Crimes,24962,0.019389471997436104
20,18,Lincoln Park / Magnificent Mile,684,Public Order Crimes,24962,0.027401650508773336
20,19,Lake View / Lincoln Park,308,Public Order Crimes,24962,0.012338754907459339
20,20,Andersonville / Edgewater,287,Public Order Crimes,24962,0.011497476163768929
20,21,Chinatown / Douglas,141,Public Order Crimes,24962,0.005648585850492749
20,22,Auburn Gresham / Beverly,561,Public Order Crimes,24962,0.02247416072430094
20,23,Boystown / Lake View,232,Public Order Crimes,24962,0.00929412707315119
20,24,Edgewater / Rogers Park,470,Public Order Crimes,24962,0.018828619501642496
20,25,Austin / Avondale,1578,Public Order Crimes,24962,0.06321608845445076
21,1,Douglas / Loop,394,Public Order Crimes,23489,0.016773809016986673
21,2,Douglas / Englewood,922,Public Order Crimes,23489,0.03925241602452212
21,3,Grand Crossing / Jackson Park,1047,Public Order Crimes,23489,0.0445740559410788
21,4,Avalon Park / Burnside,1299,Public Order Crimes,23489,0.055302482012857083
21,5,Burnside / Pullman,1251,Public Order Crimes,23489,0.053258972284899314
21,6,Auburn Gresham / Chatham,1329,Public Order Crimes,23489,0.05657967559283068
21,7,Englewood / Grand Crossing,2000,Public Order Crimes,23489,0.08514623866490698
21,8,Archer Heights / Ashburn,1586,Public Order Crimes,23489,0.06752096726127123
21,9,Armour Square / Bridgeport,1482,Public Order Crimes,23489,0.06309336285069607
21,10,Little Village / Lower West Side,1639,Public Order Crimes,23489,0.06977734258589127
21,11,Austin / Garfield Park,2443,Public Order Crimes,23489,0.10400613052918388
21,12,East Village / Garfield Park,730,Public Order Crimes,23489,0.031078377112691048
21,13,East Village / Garfield Park,436,Public Order Crimes,23489,0.01856188002894972
21,14,Avondale / Bucktown,710,Public Order Crimes,23489,0.030226914726041977
21,15,Austin,1123,Public Order Crimes,23489,0.04780961301034527
21,16,Dunning / Edison Park,348,Public Order Crimes,23489,0.014815445527693814
21,17,Albany Park / Avondale,512,Public Order Crimes,23489,0.021797437098216188
21,18,Lincoln Park / Magnificent Mile,668,Public Order Crimes,23489,0.02843884371407893
21,19,Lake View / Lincoln Park,297,Public Order Crimes,23489,0.012644216441738685
21,20,Andersonville / Edgewater,295,Public Order Crimes,23489,0.012559070203073779
21,21,Chinatown / Douglas,108,Public Order Crimes,23489,0.004597896887904977
21,22,Auburn Gresham / Beverly,533,Public Order Crimes,23489,0.02269147260419771
21,23,Boystown / Lake View,226,Public Order Crimes,23489,0.009621524969134489
21,24,Edgewater / Rogers Park,522,Public Order Crimes,23489,0.02222316829154072
21,25,Austin / Avondale,1589,Public Order Crimes,23489,0.0676486866192686
22,1,Douglas / Loop,289,Public Order Crimes,22332,0.01294107110872291
22,2,Douglas / Englewood,714,Public Order Crimes,22332,0.031972058033315424
22,3,Grand Crossing / Jackson Park,959,Public Order Crimes,22332,0.04294286226043346
22,4,Avalon Park / Burnside,1144,Public Order Crimes,22332,0.05122693892172667
22,5,Burnside / Pullman,1251,Public Order Crimes,22332,0.056018269747447606
22,6,Auburn Gresham / Chatham,1299,Public Order Crimes,22332,0.05816765180010747
22,7,Englewood / Grand Crossing,1864,Public Order Crimes,22332,0.08346766971162457
22,8,Archer Heights / Ashburn,1393,Public Order Crimes,22332,0.0623768583198997
22,9,Armour Square / Bridgeport,1309,Public Order Crimes,22332,0.05861543972774494
22,10,Little Village / Lower West Side,1520,Public Order Crimes,22332,0.06806376500089557
22,11,Austin / Garfield Park,2187,Public Order Crimes,22332,0.09793121977431489
22,12,East Village / Garfield Park,762,Public Order Crimes,22332,0.034121440085975285
22,13,East Village / Garfield Park,443,Public Order Crimes,22332,0.019837005194339962
22,14,Avondale / Bucktown,858,Public Order Crimes,22332,0.038420204191295
22,15,Austin,1158,Public Order Crimes,22332,0.05185384202041913
22,16,Dunning / Edison Park,373,Public Order Crimes,22332,0.016702489700877666
22,17,Albany Park / Avondale,484,Public Order Crimes,22332,0.021672935697653592
22,18,Lincoln Park / Magnificent Mile,694,Public Order Crimes,22332,0.03107648217804048
22,19,Lake View / Lincoln Park,352,Public Order Crimes,22332,0.015762135052838976
22,20,Andersonville / Edgewater,275,Public Order Crimes,22332,0.012314168010030449
22,21,Chinatown / Douglas,74,Public Order Crimes,22332,0.0033136306645172846
22,22,Auburn Gresham / Beverly,486,Public Order Crimes,22332,0.021762493283181087
22,23,Boystown / Lake View,245,Public Order Crimes,22332,0.010970804227118037
22,24,Edgewater / Rogers Park,565,Public Order Crimes,22332,0.025300017911517106
22,25,Austin / Avondale,1634,Public Order Crimes,22332,0.07316854737596275
23,1,Douglas / Loop,280,Public Order Crimes,18696,0.014976465554129225
23,2,Douglas / Englewood,596,Public Order Crimes,18696,0.03187847667950364
23,3,Grand Crossing / Jackson Park,869,Public Order Crimes,18696,0.046480530594779634
23,4,Avalon Park / Burnside,1048,Public Order Crimes,18696,0.05605477107402653
23,5,Burnside / Pullman,1082,Public Order Crimes,18696,0.05787334189131365
23,6,Auburn Gresham / Chatham,1212,Public Order Crimes,18696,0.06482670089858793
23,7,Englewood / Grand Crossing,1505,Public Order Crimes,18696,0.08049850235344459
23,8,Archer Heights / Ashburn,1164,Public Order Crimes,18696,0.06225930680359435
23,9,Armour Square / Bridgeport,974,Public Order Crimes,18696,0.05209670517757809
23,10,Little Village / Lower West Side,1216,Public Order Crimes,18696,0.06504065040650407
23,11,Austin / Garfield Park,1609,Public Order Crimes,18696,0.08606118955926402
23,12,East Village / Garfield Park,581,Public Order Crimes,18696,0.031076166024818143
23,13,East Village / Garfield Park,319,Public Order Crimes,18696,0.017062473256311512
23,14,Avondale / Bucktown,819,Public Order Crimes,18696,0.043806161745827986
23,15,Austin,952,Public Order Crimes,18696,0.050919982884039365
23,16,Dunning / Edison Park,295,Public Order Crimes,18696,0.01577877620881472
23,17,Albany Park / Avondale,367,Public Order Crimes,18696,0.01962986735130509
23,18,Lincoln Park / Magnificent Mile,690,Public Order Crimes,18696,0.03690629011553274
23,19,Lake View / Lincoln Park,349,Public Order Crimes,18696,0.0186670945656825
23,20,Andersonville / Edgewater,215,Public Order Crimes,18696,0.011499786050492084
23,21,Chinatown / Douglas,59,Public Order Crimes,18696,0.003155755241762944
23,22,Auburn Gresham / Beverly,362,Public Order Crimes,18696,0.019362430466409928
23,23,Boystown / Lake View,218,Public Order Crimes,18696,0.011660248181429182
23,24,Edgewater / Rogers Park,542,Public Order Crimes,18696,0.028990158322635858
23,25,Austin / Avondale,1373,Public Order Crimes,18696,0.07343816859221224
0,1,Douglas / Loop,2442,White Collar Crimes,44111,0.05536034095803768
0,2,Douglas / Englewood,1578,White Collar Crimes,44111,0.035773389857405184
0,3,Grand Crossing / Jackson Park,1590,White Collar Crimes,44111,0.03604543084491397
0,4,Avalon Park / Burnside,2196,White Collar Crimes,44111,0.049783500714107594
0,5,Burnside / Pullman,1485,White Collar Crimes,44111,0.0336650722042121
0,6,Auburn Gresham / Chatham,2787,White Collar Crimes,44111,0.06318151934891524
0,7,Englewood / Grand Crossing,1526,White Collar Crimes,44111,0.03459454557820045
0,8,Archer Heights / Ashburn,2923,White Collar Crimes,44111,0.06626465054068147
0,9,Armour Square / Bridgeport,1561,White Collar Crimes,44111,0.035387998458434405
0,10,Little Village / Lower West Side,1116,White Collar Crimes,44111,0.025299811838316973
0,11,Austin / Garfield Park,1320,White Collar Crimes,44111,0.029924508625966312
0,12,East Village / Garfield Park,1854,White Collar Crimes,44111,0.04203033257010723
0,13,East Village / Garfield Park,446,White Collar Crimes,44111,0.01011085670240983
0,14,Avondale / Bucktown,1669,White Collar Crimes,44111,0.037836367346013464
0,15,Austin,1135,White Collar Crimes,44111,0.025730543401872547
0,16,Dunning / Edison Park,2532,White Collar Crimes,44111,0.05740064836435356
0,17,Albany Park / Avondale,1281,White Collar Crimes,44111,0.029040375416562764
0,18,Lincoln Park / Magnificent Mile,3201,White Collar Crimes,44111,0.07256693341796831
0,19,Lake View / Lincoln Park,2755,White Collar Crimes,44111,0.06245607671555848
0,20,Andersonville / Edgewater,1296,White Collar Crimes,44111,0.029380426650948744
0,21,Chinatown / Douglas,542,White Collar Crimes,44111,0.012287184602480107
0,22,Auburn Gresham / Beverly,2096,White Collar Crimes,44111,0.04751649248486772
