hour,district,neighborhood,specific_count,crime_category,total_count,crime_rate
0,23,Boystown / Lake View,851,White Collar Crimes,44111,0.019292240030831312
0,24,Edgewater / Rogers Park,1799,White Collar Crimes,44111,0.0407834780440253
0,25,Austin / Avondale,2130,White Collar Crimes,44111,0.048287275282809274
1,1,Douglas / Loop,301,White Collar Crimes,4662,0.06456456456456457
1,2,Douglas / Englewood,124,White Collar Crimes,4662,0.026598026598026597
1,3,Grand Crossing / Jackson Park,148,White Collar Crimes,4662,0.031746031746031744
1,4,Avalon Park / Burnside,153,White Collar Crimes,4662,0.032818532818532815
1,5,Burnside / Pullman,87,White Collar Crimes,4662,0.01866151866151866
1,6,Auburn Gresham / Chatham,189,White Collar Crimes,4662,0.04054054054054054
1,7,Englewood / Grand Crossing,108,White Collar Crimes,4662,0.023166023166023165
1,8,Archer Heights / Ashburn,217,White Collar Crimes,4662,0.046546546546546545
1,9,Armour Square / Bridgeport,139,White Collar Crimes,4662,0.029815529815529814
1,10,Little Village / Lower West Side,99,White Collar Crimes,4662,0.021235521235521235
1,11,Austin / Garfield Park,102,White Collar Crimes,4662,0.021879021879021878
1,12,East Village / Garfield Park,221,White Collar Crimes,4662,0.04740454740454741
1,13,East Village / Garfield Park,67,White Collar Crimes,4662,0.014371514371514372
1,14,Avondale / Bucktown,224,White Collar Crimes,4662,0.04804804804804805
1,15,Austin,87,White Collar Crimes,4662,0.01866151866151866
1,16,Dunning / Edison Park,180,White Collar Crimes,4662,0.03861003861003861
1,17,Albany Park / Avondale,148,White Collar Crimes,4662,0.031746031746031744
1,18,Lincoln Park / Magnificent Mile,833,White Collar Crimes,4662,0.17867867867867868
1,19,Lake View / Lincoln Park,473,White Collar Crimes,4662,0.10145860145860146
1,20,Andersonville / Edgewater,117,White Collar Crimes,4662,0.025096525096525095
1,21,Chinatown / Douglas,51,White Collar Crimes,4662,0.010939510939510939
1,22,Auburn Gresham / Beverly,107,White Collar Crimes,4662,0.022951522951522953
1,23,Boystown / Lake View,164,White Collar Crimes,4662,0.03517803517803518
1,24,Edgewater / Rogers Park,148,White Collar Crimes,4662,0.031746031746031744
1,25,Austin / Avondale,175,White Collar Crimes,4662,0.03753753753753754
2,1,Douglas / Loop,250,White Collar Crimes,4069,0.06144015728680265
2,2,Douglas / Englewood,72,White Collar Crimes,4069,0.017694765298599164
2,3,Grand Crossing / Jackson Park,102,White Collar Crimes,4069,0.025067584173015484
2,4,Avalon Park / Burnside,99,White Collar Crimes,4069,0.02433030228557385
2,5,Burnside / Pullman,59,White Collar Crimes,4069,0.014499877119685426
2,6,Auburn Gresham / Chatham,115,White Collar Crimes,4069,0.028262472351929222
2,7,Englewood / Grand Crossing,78,White Collar Crimes,4069,0.019169329073482427
2,8,Archer Heights / Ashburn,189,White Collar Crimes,4069,0.04644875890882281
2,9,Armour Square / Bridgeport,104,White Collar Crimes,4069,0.025559105431309903
2,10,Little Village / Lower West Side,71,White Collar Crimes,4069,0.017449004669451953
2,11,Austin / Garfield Park,72,White Collar Crimes,4069,0.017694765298599164
2,12,East Village / Garfield Park,198,White Collar Crimes,4069,0.0486606045711477
2,13,East Village / Garfield Park,71,White Collar Crimes,4069,0.017449004669451953
2,14,Avondale / Bucktown,186,White Collar Crimes,4069,0.045711477021381175
2,15,Austin,74,White Collar Crimes,4069,0.018186286556893586
2,16,Dunning / Edison Park,143,White Collar Crimes,4069,0.03514376996805112
2,17,Albany Park / Avondale,122,White Collar Crimes,4069,0.029982796755959697
2,18,Lincoln Park / Magnificent Mile,910,White Collar Crimes,4069,0.22364217252396165
2,19,Lake View / Lincoln Park,452,White Collar Crimes,4069,0.1110838043745392
2,20,Andersonville / Edgewater,106,White Collar Crimes,4069,0.026050626689604325
2,21,Chinatown / Douglas,42,White Collar Crimes,4069,0.010321946424182845
2,22,Auburn Gresham / Beverly,82,White Collar Crimes,4069,0.020152371590071272
2,23,Boystown / Lake View,161,White Collar Crimes,4069,0.03956746129270091
2,24,Edgewater / Rogers Park,147,White Collar Crimes,4069,0.03612681248463996
2,25,Austin / Avondale,164,White Collar Crimes,4069,0.040304743180142544
3,1,Douglas / Loop,236,White Collar Crimes,3455,0.0683068017366136
3,2,Douglas / Englewood,72,White Collar Crimes,3455,0.020839363241678725
3,3,Grand Crossing / Jackson Park,98,White Collar Crimes,3455,0.028364688856729377
3,4,Avalon Park / Burnside,86,White Collar Crimes,3455,0.024891461649782922
3,5,Burnside / Pullman,65,White Collar Crimes,3455,0.01881331403762663
3,6,Auburn Gresham / Chatham,110,White Collar Crimes,3455,0.03183791606367583
3,7,Englewood / Grand Crossing,71,White Collar Crimes,3455,0.020549927641099856
3,8,Archer Heights / Ashburn,123,White Collar Crimes,3455,0.03560057887120116
3,9,Armour Square / Bridgeport,105,White Collar Crimes,3455,0.030390738060781478
3,10,Little Village / Lower West Side,58,White Collar Crimes,3455,0.01678726483357453
3,11,Austin / Garfield Park,53,White Collar Crimes,3455,0.015340086830680173
3,12,East Village / Garfield Park,163,White Collar Crimes,3455,0.047178002894356
3,13,East Village / Garfield Park,62,White Collar Crimes,3455,0.017945007235890015
3,14,Avondale / Bucktown,176,White Collar Crimes,3455,0.050940665701881334
3,15,Austin,52,White Collar Crimes,3455,0.015050651230101303
3,16,Dunning / Edison Park,147,White Collar Crimes,3455,0.042547033285094064
3,17,Albany Park / Avondale,101,White Collar Crimes,3455,0.02923299565846599
3,18,Lincoln Park / Magnificent Mile,791,White Collar Crimes,3455,0.22894356005788713
3,19,Lake View / Lincoln Park,338,White Collar Crimes,3455,0.09782923299565846
3,20,Andersonville / Edgewater,92,White Collar Crimes,3455,0.02662807525325615
3,21,Chinatown / Douglas,28,White Collar Crimes,3455,0.008104196816208394
3,22,Auburn Gresham / Beverly,56,White Collar Crimes,3455,0.016208393632416787
3,23,Boystown / Lake View,103,White Collar Crimes,3455,0.029811866859623733
3,24,Edgewater / Rogers Park,133,White Collar Crimes,3455,0.03849493487698987
3,25,Austin / Avondale,136,White Collar Crimes,3455,0.039363241678726485
4,1,Douglas / Loop,192,White Collar Crimes,2652,0.07239819004524888
4,2,Douglas / Englewood,61,White Collar Crimes,2652,0.023001508295625944
4,3,Grand Crossing / Jackson Park,58,White Collar Crimes,2652,0.021870286576168928
4,4,Avalon Park / Burnside,63,White Collar Crimes,2652,0.023755656108597284
4,5,Burnside / Pullman,52,White Collar Crimes,2652,0.0196078431372549
4,6,Auburn Gresham / Chatham,73,White Collar Crimes,2652,0.027526395173453996
4,7,Englewood / Grand Crossing,59,White Collar Crimes,2652,0.0222473604826546
4,8,Archer Heights / Ashburn,144,White Collar Crimes,2652,0.05429864253393665
4,9,Armour Square / Bridgeport,81,White Collar Crimes,2652,0.030542986425339366
4,10,Little Village / Lower West Side,59,White Collar Crimes,2652,0.0222473604826546
4,11,Austin / Garfield Park,60,White Collar Crimes,2652,0.02262443438914027
4,12,East Village / Garfield Park,118,White Collar Crimes,2652,0.0444947209653092
4,13,East Village / Garfield Park,46,White Collar Crimes,2652,0.017345399698340876
4,14,Avondale / Bucktown,153,White Collar Crimes,2652,0.057692307692307696
4,15,Austin,37,White Collar Crimes,2652,0.013951734539969835
4,16,Dunning / Edison Park,123,White Collar Crimes,2652,0.04638009049773756
4,17,Albany Park / Avondale,76,White Collar Crimes,2652,0.02865761689291101
4,18,Lincoln Park / Magnificent Mile,528,White Collar Crimes,2652,0.19909502262443438
4,19,Lake View / Lincoln Park,228,White Collar Crimes,2652,0.08597285067873303
4,20,Andersonville / Edgewater,85,White Collar Crimes,2652,0.03205128205128205
4,21,Chinatown / Douglas,36,White Collar Crimes,2652,0.013574660633484163
4,22,Auburn Gresham / Beverly,49,White Collar Crimes,2652,0.01847662141779789
4,23,Boystown / Lake View,97,White Collar Crimes,2652,0.03657616892911011
4,24,Edgewater / Rogers Park,98,White Collar Crimes,2652,0.03695324283559578
4,25,Austin / Avondale,76,White Collar Crimes,2652,0.02865761689291101
5,1,Douglas / Loop,151,White Collar Crimes,2239,0.06744082179544439
5,2,Douglas / Englewood,68,White Collar Crimes,2239,0.030370701205895488
5,3,Grand Crossing / Jackson Park,69,White Collar Crimes,2239,0.030817329164805715
5,4,Avalon Park / Burnside,79,White Collar Crimes,2239,0.03528360875390799
5,5,Burnside / Pullman,51,White Collar Crimes,2239,0.022778025904421618
5,6,Auburn Gresham / Chatham,102,White Collar Crimes,2239,0.045556051808843236
5,7,Englewood / Grand Crossing,59,White Collar Crimes,2239,0.026351049575703438
5,8,Archer Heights / Ashburn,161,White Collar Crimes,2239,0.07190710138454667
5,9,Armour Square / Bridgeport,59,White Collar Crimes,2239,0.026351049575703438
5,10,Little Village / Lower West Side,53,White Collar Crimes,2239,0.023671281822242072
5,11,Austin / Garfield Park,48,White Collar Crimes,2239,0.021438142027690933
5,12,East Village / Garfield Park,99,White Collar Crimes,2239,0.04421616793211255
5,13,East Village / Garfield Park,21,White Collar Crimes,2239,0.009379187137114784
5,14,Avondale / Bucktown,108,White Collar Crimes,2239,0.0482358195623046
5,15,Austin,45,White Collar Crimes,2239,0.02009825815096025
5,16,Dunning / Edison Park,121,White Collar Crimes,2239,0.054041983028137563
5,17,Albany Park / Avondale,68,White Collar Crimes,2239,0.030370701205895488
5,18,Lincoln Park / Magnificent Mile,327,White Collar Crimes,2239,0.1460473425636445
5,19,Lake View / Lincoln Park,162,White Collar Crimes,2239,0.07235372934345691
5,20,Andersonville / Edgewater,59,White Collar Crimes,2239,0.026351049575703438
5,21,Chinatown / Douglas,29,White Collar Crimes,2239,0.012952210808396605
5,22,Auburn Gresham / Beverly,52,White Collar Crimes,2239,0.023224653863331845
5,23,Boystown / Lake View,69,White Collar Crimes,2239,0.030817329164805715
5,24,Edgewater / Rogers Park,78,White Collar Crimes,2239,0.034836980794997766
5,25,Austin / Avondale,101,White Collar Crimes,2239,0.04510942384993301
6,1,Douglas / Loop,209,White Collar Crimes,3091,0.06761565836298933
6,2,Douglas / Englewood,128,White Collar Crimes,3091,0.04141054674862504
6,3,Grand Crossing / Jackson Park,199,White Collar Crimes,3091,0.06438045939825299
6,4,Avalon Park / Burnside,163,White Collar Crimes,3091,0.0527337431252022
6,5,Burnside / Pullman,77,White Collar Crimes,3091,0.02491103202846975
6,6,Auburn Gresham / Chatham,167,White Collar Crimes,3091,0.05402782271109673
6,7,Englewood / Grand Crossing,90,White Collar Crimes,3091,0.029116790682626983
6,8,Archer Heights / Ashburn,201,White Collar Crimes,3091,0.06502749919120025
6,9,Armour Square / Bridgeport,100,White Collar Crimes,3091,0.03235198964736331
6,10,Little Village / Lower West Side,67,White Collar Crimes,3091,0.02167583306373342
6,11,Austin / Garfield Park,65,White Collar Crimes,3091,0.021028793270786154
6,12,East Village / Garfield Park,136,White Collar Crimes,3091,0.043998705920414105
6,13,East Village / Garfield Park,34,White Collar Crimes,3091,0.010999676480103526
6,14,Avondale / Bucktown,124,White Collar Crimes,3091,0.040116467162730506
6,15,Austin,54,White Collar Crimes,3091,0.017470074409576188
6,16,Dunning / Edison Park,185,White Collar Crimes,3091,0.05985118084762213
6,17,Albany Park / Avondale,105,White Collar Crimes,3091,0.03396958912973148
6,18,Lincoln Park / Magnificent Mile,266,White Collar Crimes,3091,0.08605629246198641
6,19,Lake View / Lincoln Park,190,White Collar Crimes,3091,0.06146878032999029
6,20,Andersonville / Edgewater,107,White Collar Crimes,3091,0.03461662892267874
6,21,Chinatown / Douglas,38,White Collar Crimes,3091,0.012293756065998059
6,22,Auburn Gresham / Beverly,91,White Collar Crimes,3091,0.029440310579100615
6,23,Boystown / Lake View,40,White Collar Crimes,3091,0.012940795858945324
6,24,Edgewater / Rogers Park,146,White Collar Crimes,3091,0.04723390488515044
6,25,Austin / Avondale,109,White Collar Crimes,3091,0.03526366871562601
7,1,Douglas / Loop,445,White Collar Crimes,5531,0.0804556138130537
7,2,Douglas / Englewood,200,White Collar Crimes,5531,0.03615982643283312
7,3,Grand Crossing / Jackson Park,267,White Collar Crimes,5531,0.04827336828783222
7,4,Avalon Park / Burnside,240,White Collar Crimes,5531,0.04339179171939975
7,5,Burnside / Pullman,161,White Collar Crimes,5531,0.029108660278430662
7,6,Auburn Gresham / Chatham,293,White Collar Crimes,5531,0.05297414572410052
7,7,Englewood / Grand Crossing,167,White Collar Crimes,5531,0.030193455071415656
7,8,Archer Heights / Ashburn,415,White Collar Crimes,5531,0.07503163984812873
7,9,Armour Square / Bridgeport,218,White Collar Crimes,5531,0.0394142108117881
7,10,Little Village / Lower West Side,136,White Collar Crimes,5531,0.024588681974326523
7,11,Austin / Garfield Park,175,White Collar Crimes,5531,0.031639848128728984
7,12,East Village / Garfield Park,245,White Collar Crimes,5531,0.04429578738022057
7,13,East Village / Garfield Park,40,White Collar Crimes,5531,0.0072319652865666245
7,14,Avondale / Bucktown,204,White Collar Crimes,5531,0.036883022961489785
7,15,Austin,142,White Collar Crimes,5531,0.025673476767311517
7,16,Dunning / Edison Park,290,White Collar Crimes,5531,0.052431748327608024
7,17,Albany Park / Avondale,154,White Collar Crimes,5531,0.027843066353281504
7,18,Lincoln Park / Magnificent Mile,452,White Collar Crimes,5531,0.08172120773820285
7,19,Lake View / Lincoln Park,371,White Collar Crimes,5531,0.06707647803290544
7,20,Andersonville / Edgewater,125,White Collar Crimes,5531,0.0225998915205207
7,21,Chinatown / Douglas,68,White Collar Crimes,5531,0.012294340987163262
7,22,Auburn Gresham / Beverly,197,White Collar Crimes,5531,0.035617429036340624
7,23,Boystown / Lake View,69,White Collar Crimes,5531,0.012475140119327427
7,24,Edgewater / Rogers Park,195,White Collar Crimes,5531,0.035255830772012296
7,25,Austin / Avondale,262,White Collar Crimes,5531,0.04736937262701139
8,1,Douglas / Loop,1245,White Collar Crimes,16530,0.07531760435571688
8,2,Douglas / Englewood,590,White Collar Crimes,16530,0.03569267997580157
8,3,Grand Crossing / Jackson Park,644,White Collar Crimes,16530,0.03895946763460375
8,4,Avalon Park / Burnside,799,White Collar Crimes,16530,0.048336358136721116
8,5,Burnside / Pullman,556,White Collar Crimes,16530,0.03363581367211131
8,6,Auburn Gresham / Chatham,962,White Collar Crimes,16530,0.05819721718088324
8,7,Englewood / Grand Crossing,573,White Collar Crimes,16530,0.03466424682395644
8,8,Archer Heights / Ashburn,1014,White Collar Crimes,16530,0.06134301270417423
8,9,Armour Square / Bridgeport,694,White Collar Crimes,16530,0.04198427102238354
8,10,Little Village / Lower West Side,428,White Collar Crimes,16530,0.02589231699939504
8,11,Austin / Garfield Park,649,White Collar Crimes,16530,0.03926194797338173
8,12,East Village / Garfield Park,746,White Collar Crimes,16530,0.04513006654567453
8,13,East Village / Garfield Park,133,White Collar Crimes,16530,0.008045977011494253
8,14,Avondale / Bucktown,644,White Collar Crimes,16530,0.03895946763460375
8,15,Austin,385,White Collar Crimes,16530,0.023290986085904415
8,16,Dunning / Edison Park,818,White Collar Crimes,16530,0.04948578342407744
8,17,Albany Park / Avondale,537,White Collar Crimes,16530,0.03248638838475499
8,18,Lincoln Park / Magnificent Mile,1157,White Collar Crimes,16530,0.06999395039322444
8,19,Lake View / Lincoln Park,916,White Collar Crimes,16530,0.05541439806412583
8,20,Andersonville / Edgewater,435,White Collar Crimes,16530,0.02631578947368421
8,21,Chinatown / Douglas,196,White Collar Crimes,16530,0.011857229280096793
8,22,Auburn Gresham / Beverly,777,White Collar Crimes,16530,0.047005444646098
8,23,Boystown / Lake View,234,White Collar Crimes,16530,0.014156079854809437
8,24,Edgewater / Rogers Park,647,White Collar Crimes,16530,0.039140955837870535
8,25,Austin / Avondale,751,White Collar Crimes,16530,0.04543254688445251
9,1,Douglas / Loop,2715,White Collar Crimes,39757,0.06828986090499786
9,2,Douglas / Englewood,1488,White Collar Crimes,39757,0.03742737128052921
9,3,Grand Crossing / Jackson Park,1854,White Collar Crimes,39757,0.046633297280981964
9,4,Avalon Park / Burnside,2070,White Collar Crimes,39757,0.052066302789445885
9,5,Burnside / Pullman,1203,White Collar Crimes,39757,0.030258822345750433
9,6,Auburn Gresham / Chatham,2164,White Collar Crimes,39757,0.05443066629775888
9,7,Englewood / Grand Crossing,1244,White Collar Crimes,39757,0.031290087280227384
9,8,Archer Heights / Ashburn,2849,White Collar Crimes,39757,0.07166033654450789
9,9,Armour Square / Bridgeport,1341,White Collar Crimes,39757,0.03372990919838016
9,10,Little Village / Lower West Side,1009,White Collar Crimes,39757,0.025379178509444877
