year,district,primary_type,count
2012,11,CRIMINAL TRESPASS,293
2012,11,DECEPTIVE PRACTICE,843
2012,11,GAMBLING,89
2012,11,HOMICIDE,38
2012,11,INTERFERENCE WITH PUBLIC OFFICER,106
2012,11,INTIMIDATION,5
2012,11,KIDNAPPING,20
2012,11,LIQUOR LAW VIOLATION,15
2012,11,MOTOR VEHICLE THEFT,1002
2012,11,NARCOTICS,5600
2012,11,OBSCENITY,2
2012,11,OFFENSE INVOLVING CHILDREN,112
2012,11,OTHER OFFENSE,935
2012,11,PROSTITUTION,530
2012,11,PUBLIC INDECENCY,1
2012,11,PUBLIC PEACE VIOLATION,95
2012,11,ROBBERY,1038
2012,11,SEX OFFENSE,40
2012,11,STALKING,7
2012,11,THEFT,2830
2012,11,WEAPONS VIOLATION,266
2012,12,ARSON,6
2012,12,ASSAULT,506
2012,12,BATTERY,1269
2012,12,BURGLARY,471
2012,12,CRIM SEXUAL ASSAULT,47
2012,12,CRIMINAL DAMAGE,934
2012,12,CRIMINAL SEXUAL ASSAULT,1
2012,12,CRIMINAL TRESPASS,246
2012,12,DECEPTIVE PRACTICE,361
2012,12,GAMBLING,15
2012,12,HOMICIDE,12
2012,12,INTERFERENCE WITH PUBLIC OFFICER,20
2012,12,INTIMIDATION,3
2012,12,KIDNAPPING,2
2012,12,LIQUOR LAW VIOLATION,25
2012,12,MOTOR VEHICLE THEFT,677
2012,12,NARCOTICS,507
2012,12,OBSCENITY,1
2012,12,OFFENSE INVOLVING CHILDREN,72
2012,12,OTHER NARCOTIC VIOLATION,2
2012,12,OTHER OFFENSE,410
2012,12,PROSTITUTION,9
2012,12,PUBLIC PEACE VIOLATION,166
2012,12,ROBBERY,280
2012,12,SEX OFFENSE,34
2012,12,STALKING,7
2012,12,THEFT,2540
2012,12,WEAPONS VIOLATION,55
2012,14,ARSON,28
2012,14,ASSAULT,569
2012,14,BATTERY,1816
2012,14,BURGLARY,1202
2012,14,CRIM SEXUAL ASSAULT,48
2012,14,CRIMINAL DAMAGE,1453
2012,14,CRIMINAL SEXUAL ASSAULT,2
2012,14,CRIMINAL TRESPASS,308
2012,14,DECEPTIVE PRACTICE,414
2012,14,GAMBLING,1
2012,14,HOMICIDE,9
2012,14,INTERFERENCE WITH PUBLIC OFFICER,39
2012,14,INTIMIDATION,5
2012,14,KIDNAPPING,14
2012,14,LIQUOR LAW VIOLATION,42
2012,14,MOTOR VEHICLE THEFT,951
2012,14,NARCOTICS,823
2012,14,OBSCENITY,1
2012,14,OFFENSE INVOLVING CHILDREN,90
2012,14,OTHER OFFENSE,542
2012,14,PROSTITUTION,33
2012,14,PUBLIC INDECENCY,1
2012,14,PUBLIC PEACE VIOLATION,100
2012,14,ROBBERY,466
2012,14,SEX OFFENSE,41
2012,14,STALKING,11
2012,14,THEFT,3593
2012,14,WEAPONS VIOLATION,68
2012,15,ARSON,25
2012,15,ASSAULT,893
2012,15,BATTERY,3076
2012,15,BURGLARY,664
2012,15,CRIM SEXUAL ASSAULT,65
2012,15,CRIMINAL DAMAGE,1155
2012,15,CRIMINAL SEXUAL ASSAULT,2
2012,15,CRIMINAL TRESPASS,254
2012,15,DECEPTIVE PRACTICE,318
2012,15,GAMBLING,131
2012,15,HOMICIDE,27
2012,15,INTERFERENCE WITH PUBLIC OFFICER,86
2012,15,INTIMIDATION,5
2012,15,KIDNAPPING,12
2012,15,LIQUOR LAW VIOLATION,15
2012,15,MOTOR VEHICLE THEFT,517
2012,15,NARCOTICS,3614
2012,15,OBSCENITY,1
2012,15,OFFENSE INVOLVING CHILDREN,110
2012,15,OTHER OFFENSE,736
2012,15,PROSTITUTION,14
2012,15,PUBLIC PEACE VIOLATION,137
2012,15,ROBBERY,615
2012,15,SEX OFFENSE,43
2012,15,STALKING,3
2012,15,THEFT,1906
2012,15,WEAPONS VIOLATION,154
2012,16,ARSON,13
2012,16,ASSAULT,540
2012,16,BATTERY,1527
2012,16,BURGLARY,871
2012,16,CRIM SEXUAL ASSAULT,26
2012,16,CRIMINAL DAMAGE,1466
2012,16,CRIMINAL SEXUAL ASSAULT,1
2012,16,CRIMINAL TRESPASS,310
2012,16,DECEPTIVE PRACTICE,586
2012,16,HOMICIDE,7
2012,16,INTERFERENCE WITH PUBLIC OFFICER,29
2012,16,INTIMIDATION,3
2012,16,KIDNAPPING,14
2012,16,LIQUOR LAW VIOLATION,15
2012,16,MOTOR VEHICLE THEFT,648
2012,16,NARCOTICS,598
2012,16,NON-CRIMINAL,1
2012,16,OBSCENITY,2
2012,16,OFFENSE INVOLVING CHILDREN,90
2012,16,OTHER OFFENSE,1059
2012,16,PROSTITUTION,6
2012,16,PUBLIC PEACE VIOLATION,58
2012,16,ROBBERY,196
2012,16,SEX OFFENSE,55
2012,16,STALKING,9
2012,16,THEFT,2832
2012,16,WEAPONS VIOLATION,39
2012,17,ARSON,14
2012,17,ASSAULT,435
2012,17,BATTERY,1558
2012,17,BURGLARY,1008
2012,17,CRIM SEXUAL ASSAULT,42
2012,17,CRIMINAL DAMAGE,1234
2012,17,CRIMINAL TRESPASS,169
2012,17,DECEPTIVE PRACTICE,341
2012,17,GAMBLING,1
2012,17,HOMICIDE,8
2012,17,INTERFERENCE WITH PUBLIC OFFICER,18
2012,17,INTIMIDATION,6
2012,17,KIDNAPPING,7
2012,17,LIQUOR LAW VIOLATION,33
2012,17,MOTOR VEHICLE THEFT,849
2012,17,NARCOTICS,519
2012,17,OFFENSE INVOLVING CHILDREN,59
2012,17,OTHER OFFENSE,558
2012,17,PROSTITUTION,15
2012,17,PUBLIC INDECENCY,1
2012,17,PUBLIC PEACE VIOLATION,102
2012,17,ROBBERY,271
2012,17,SEX OFFENSE,46
2012,17,STALKING,8
2012,17,THEFT,2423
2012,17,WEAPONS VIOLATION,68
2012,18,ARSON,2
2012,18,ASSAULT,390
2012,18,BATTERY,1563
2012,18,BURGLARY,595
2012,18,CRIM SEXUAL ASSAULT,50
2012,18,CRIMINAL DAMAGE,1000
2012,18,CRIMINAL SEXUAL ASSAULT,5
2012,18,CRIMINAL TRESPASS,523
2012,18,DECEPTIVE PRACTICE,1432
2012,18,GAMBLING,7
2012,18,HOMICIDE,6
2012,18,INTERFERENCE WITH PUBLIC OFFICER,23
2012,18,INTIMIDATION,5
2012,18,KIDNAPPING,7
2012,18,LIQUOR LAW VIOLATION,45
2012,18,MOTOR VEHICLE THEFT,270
2012,18,NARCOTICS,384
2012,18,NON-CRIMINAL,3
2012,18,OFFENSE INVOLVING CHILDREN,41
2012,18,OTHER NARCOTIC VIOLATION,3
2012,18,OTHER OFFENSE,427
2012,18,PROSTITUTION,92
2012,18,PUBLIC INDECENCY,2
2012,18,PUBLIC PEACE VIOLATION,83
2012,18,ROBBERY,358
2012,18,SEX OFFENSE,25
2012,18,STALKING,15
2012,18,THEFT,6956
2012,18,WEAPONS VIOLATION,31
2012,19,ARSON,11
2012,19,ASSAULT,526
2012,19,BATTERY,1812
2012,19,BURGLARY,1331
2012,19,CRIM SEXUAL ASSAULT,58
2012,19,CRIMINAL DAMAGE,1451
2012,19,CRIMINAL SEXUAL ASSAULT,1
2012,19,CRIMINAL TRESPASS,391
2012,19,DECEPTIVE PRACTICE,820
2012,19,GAMBLING,4
2012,19,HOMICIDE,6
2012,19,INTERFERENCE WITH PUBLIC OFFICER,17
2012,19,INTIMIDATION,9
2012,19,KIDNAPPING,7
2012,19,LIQUOR LAW VIOLATION,27
2012,19,MOTOR VEHICLE THEFT,794
2012,19,NARCOTICS,889
2012,19,NON-CRIMINAL,1
2012,19,OBSCENITY,5
2012,19,OFFENSE INVOLVING CHILDREN,58
2012,19,OTHER NARCOTIC VIOLATION,1
2012,19,OTHER OFFENSE,563
2012,19,PROSTITUTION,16
2012,19,PUBLIC INDECENCY,2
2012,19,PUBLIC PEACE VIOLATION,84
2012,19,ROBBERY,530
2012,19,SEX OFFENSE,62
2012,19,STALKING,13
2012,19,THEFT,5324
2012,19,WEAPONS VIOLATION,57
2012,20,ARSON,2
2012,20,ASSAULT,318
2012,20,BATTERY,902
2012,20,BURGLARY,459
2012,20,CRIM SEXUAL ASSAULT,23
2012,20,CRIMINAL DAMAGE,663
2012,20,CRIMINAL SEXUAL ASSAULT,1
2012,20,CRIMINAL TRESPASS,140
2012,20,DECEPTIVE PRACTICE,267
2012,20,GAMBLING,6
2012,20,HOMICIDE,5
2012,20,INTERFERENCE WITH PUBLIC OFFICER,14
2012,20,INTIMIDATION,2
2012,20,KIDNAPPING,2
2012,20,LIQUOR LAW VIOLATION,12
2012,20,MOTOR VEHICLE THEFT,312
2012,20,NARCOTICS,375
2012,20,NON-CRIMINAL (SUBJECT SPECIFIED),1
2012,20,OFFENSE INVOLVING CHILDREN,28
2012,20,OTHER OFFENSE,353
2012,20,PROSTITUTION,5
2012,20,PUBLIC PEACE VIOLATION,41
2012,20,ROBBERY,149
2012,20,SEX OFFENSE,29
2012,20,STALKING,5
2012,20,THEFT,1601
2012,20,WEAPONS VIOLATION,35
2012,22,ARSON,16
2012,22,ASSAULT,720
2012,22,BATTERY,1845
2012,22,BURGLARY,767
2012,22,CRIM SEXUAL ASSAULT,41
2012,22,CRIMINAL DAMAGE,1326
2012,22,CRIMINAL SEXUAL ASSAULT,2
2012,22,CRIMINAL TRESPASS,251
2012,22,DECEPTIVE PRACTICE,518
2012,22,GAMBLING,16
2012,22,HOMICIDE,15
2012,22,INTERFERENCE WITH PUBLIC OFFICER,50
2012,22,INTIMIDATION,4
2012,22,KIDNAPPING,7
2012,22,LIQUOR LAW VIOLATION,14
2012,22,MOTOR VEHICLE THEFT,534
2012,22,NARCOTICS,926
2012,22,OFFENSE INVOLVING CHILDREN,107
2012,22,OTHER OFFENSE,696
2012,22,PROSTITUTION,1
2012,22,PUBLIC PEACE VIOLATION,83
2012,22,ROBBERY,488
2012,22,SEX OFFENSE,23
2012,22,STALKING,5
2012,22,THEFT,2341
2012,22,WEAPONS VIOLATION,130
2012,24,ARSON,11
2012,24,ASSAULT,631
2012,24,BATTERY,1763
2012,24,BURGLARY,610
2012,24,CRIM SEXUAL ASSAULT,36
2012,24,CRIMINAL DAMAGE,1107
2012,24,CRIMINAL SEXUAL ASSAULT,3
2012,24,CRIMINAL TRESPASS,276
2012,24,DECEPTIVE PRACTICE,369
2012,24,GAMBLING,7
2012,24,HOMICIDE,14
2012,24,INTERFERENCE WITH PUBLIC OFFICER,51
2012,24,INTIMIDATION,5
2012,24,KIDNAPPING,9
2012,24,LIQUOR LAW VIOLATION,30
2012,24,MOTOR VEHICLE THEFT,342
2012,24,NARCOTICS,734
2012,24,OBSCENITY,2
2012,24,OFFENSE INVOLVING CHILDREN,69
2012,24,OTHER OFFENSE,675
2012,24,PROSTITUTION,41
2012,24,PUBLIC PEACE VIOLATION,74
2012,24,ROBBERY,375
2012,24,SEX OFFENSE,44
2012,24,STALKING,9
2012,24,THEFT,2252
2012,24,WEAPONS VIOLATION,95
2012,25,ARSON,54
2012,25,ASSAULT,1221
2012,25,BATTERY,3416
2012,25,BURGLARY,1483
2012,25,CRIM SEXUAL ASSAULT,85
2012,25,CRIMINAL DAMAGE,2145
2012,25,CRIMINAL SEXUAL ASSAULT,7
2012,25,CRIMINAL TRESPASS,310
2012,25,DECEPTIVE PRACTICE,578
2012,25,GAMBLING,31
2012,25,HOMICIDE,20
2012,25,INTERFERENCE WITH PUBLIC OFFICER,122
2012,25,INTIMIDATION,11
2012,25,KIDNAPPING,22
2012,25,LIQUOR LAW VIOLATION,40
2012,25,MOTOR VEHICLE THEFT,1454
2012,25,NARCOTICS,2185
2012,25,OBSCENITY,2
2012,25,OFFENSE INVOLVING CHILDREN,173
2012,25,OTHER OFFENSE,1201
2012,25,PROSTITUTION,352
2012,25,PUBLIC PEACE VIOLATION,137
2012,25,ROBBERY,792
2012,25,SEX OFFENSE,71
2012,25,STALKING,13
2012,25,THEFT,3786
2012,25,WEAPONS VIOLATION,192
2013,01,ARSON,3
2013,01,ASSAULT,507
2013,01,BATTERY,1172
2013,01,BURGLARY,189
2013,01,CRIM SEXUAL ASSAULT,40
2013,01,CRIMINAL DAMAGE,629
2013,01,CRIMINAL SEXUAL ASSAULT,1
2013,01,CRIMINAL TRESPASS,797
2013,01,DECEPTIVE PRACTICE,1527
2013,01,HOMICIDE,2
2013,01,INTERFERENCE WITH PUBLIC OFFICER,15
2013,01,INTIMIDATION,5
2013,01,KIDNAPPING,4
2013,01,LIQUOR LAW VIOLATION,7
2013,01,MOTOR VEHICLE THEFT,219
2013,01,NARCOTICS,354
2013,01,OBSCENITY,1
2013,01,OFFENSE INVOLVING CHILDREN,36
2013,01,OTHER NARCOTIC VIOLATION,3
2013,01,OTHER OFFENSE,492
2013,01,PROSTITUTION,36
2013,01,PUBLIC INDECENCY,3
2013,01,PUBLIC PEACE VIOLATION,88
2013,01,ROBBERY,311
2013,01,SEX OFFENSE,40
2013,01,STALKING,7
2013,01,THEFT,5718
2013,01,WEAPONS VIOLATION,24
2013,02,ARSON,6
2013,02,ASSAULT,916
2013,02,BATTERY,2422
2013,02,BURGLARY,638
2013,02,CRIM SEXUAL ASSAULT,58
2013,02,CRIMINAL DAMAGE,1137
2013,02,CRIMINAL SEXUAL ASSAULT,4
2013,02,CRIMINAL TRESPASS,418
2013,02,DECEPTIVE PRACTICE,566
2013,02,GAMBLING,30
2013,02,HOMICIDE,16
2013,02,INTERFERENCE WITH PUBLIC OFFICER,40
2013,02,INTIMIDATION,6
2013,02,KIDNAPPING,4
2013,02,LIQUOR LAW VIOLATION,7
2013,02,MOTOR VEHICLE THEFT,524
2013,02,NARCOTICS,1326
2013,02,OBSCENITY,1
2013,02,OFFENSE INVOLVING CHILDREN,110
2013,02,OTHER OFFENSE,777
2013,02,PROSTITUTION,63
2013,02,PUBLIC PEACE VIOLATION,108
2013,02,ROBBERY,614
2013,02,SEX OFFENSE,36
2013,02,STALKING,2
2013,02,THEFT,2908
2013,02,WEAPONS VIOLATION,112
2013,03,ARSON,21
2013,03,ASSAULT,1077
2013,03,BATTERY,3390
2013,03,BURGLARY,1269
2013,03,CRIM SEXUAL ASSAULT,64
2013,03,CRIMINAL DAMAGE,1743
2013,03,CRIMINAL SEXUAL ASSAULT,4
2013,03,CRIMINAL TRESPASS,522
2013,03,DECEPTIVE PRACTICE,486
2013,03,GAMBLING,48
2013,03,HOMICIDE,36
2013,03,INTERFERENCE WITH PUBLIC OFFICER,61
2013,03,INTIMIDATION,6
2013,03,KIDNAPPING,14
2013,03,LIQUOR LAW VIOLATION,12
2013,03,MOTOR VEHICLE THEFT,499
2013,03,NARCOTICS,1521
2013,03,NON-CRIMINAL,1
2013,03,OBSCENITY,1
2013,03,OFFENSE INVOLVING CHILDREN,138
2013,03,OTHER OFFENSE,1168
2013,03,PROSTITUTION,41
2013,03,PUBLIC PEACE VIOLATION,134
2013,03,ROBBERY,768
2013,03,SEX OFFENSE,35
2013,03,STALKING,10
2013,03,THEFT,2755
2013,03,WEAPONS VIOLATION,243
2013,04,ARSON,24
2013,04,ASSAULT,1325
2013,04,BATTERY,3532
2013,04,BURGLARY,1503
2013,04,CRIM SEXUAL ASSAULT,86
2013,04,CRIMINAL DAMAGE,2149
2013,04,CRIMINAL SEXUAL ASSAULT,5
2013,04,CRIMINAL TRESPASS,353
2013,04,DECEPTIVE PRACTICE,656
2013,04,GAMBLING,18
2013,04,HOMICIDE,34
2013,04,INTERFERENCE WITH PUBLIC OFFICER,69
2013,04,INTIMIDATION,13
2013,04,KIDNAPPING,13
2013,04,LIQUOR LAW VIOLATION,18
2013,04,MOTOR VEHICLE THEFT,715
2013,04,NARCOTICS,1537
2013,04,NON - CRIMINAL,1
2013,04,OBSCENITY,1
2013,04,OFFENSE INVOLVING CHILDREN,223
2013,04,OTHER OFFENSE,1178
2013,04,PROSTITUTION,60
2013,04,PUBLIC PEACE VIOLATION,207
2013,04,ROBBERY,707
2013,04,SEX OFFENSE,54
2013,04,STALKING,4
2013,04,THEFT,3225
2013,04,WEAPONS VIOLATION,247
2013,05,ARSON,24
2013,05,ASSAULT,1070
2013,05,BATTERY,3001
2013,05,BURGLARY,979
2013,05,CRIM SEXUAL ASSAULT,60
2013,05,CRIMINAL DAMAGE,1572
2013,05,CRIMINAL SEXUAL ASSAULT,3
2013,05,CRIMINAL TRESPASS,379
2013,05,DECEPTIVE PRACTICE,354
2013,05,GAMBLING,31
2013,05,HOMICIDE,32
2013,05,INTERFERENCE WITH PUBLIC OFFICER,58
2013,05,INTIMIDATION,6
2013,05,KIDNAPPING,10
2013,05,LIQUOR LAW VIOLATION,4
2013,05,MOTOR VEHICLE THEFT,510
2013,05,NARCOTICS,1539
2013,05,NON - CRIMINAL,1
2013,05,OBSCENITY,1
2013,05,OFFENSE INVOLVING CHILDREN,112
2013,05,OTHER OFFENSE,850
2013,05,PROSTITUTION,175
2013,05,PUBLIC PEACE VIOLATION,122
2013,05,ROBBERY,569
2013,05,SEX OFFENSE,41
2013,05,STALKING,10
2013,05,THEFT,2218
2013,05,WEAPONS VIOLATION,258
2013,06,ARSON,17
2013,06,ASSAULT,1244
2013,06,BATTERY,3725
2013,06,BURGLARY,1069
2013,06,CRIM SEXUAL ASSAULT,100
2013,06,CRIMINAL DAMAGE,1735
2013,06,CRIMINAL SEXUAL ASSAULT,2
2013,06,CRIMINAL TRESPASS,443
2013,06,DECEPTIVE PRACTICE,869
2013,06,GAMBLING,17
2013,06,HOMICIDE,36
2013,06,HUMAN TRAFFICKING,2
2013,06,INTERFERENCE WITH PUBLIC OFFICER,95
2013,06,INTIMIDATION,8
2013,06,KIDNAPPING,12
2013,06,LIQUOR LAW VIOLATION,13
2013,06,MOTOR VEHICLE THEFT,693
2013,06,NARCOTICS,1872
2013,06,OFFENSE INVOLVING CHILDREN,146
2013,06,OTHER NARCOTIC VIOLATION,1
2013,06,OTHER OFFENSE,937
2013,06,PROSTITUTION,96
2013,06,PUBLIC INDECENCY,1
2013,06,PUBLIC PEACE VIOLATION,153
2013,06,ROBBERY,1040
2013,06,SEX OFFENSE,49
2013,06,STALKING,9
2013,06,THEFT,3689
2013,06,WEAPONS VIOLATION,269
2013,07,ARSON,27
2013,07,ASSAULT,1258
2013,07,BATTERY,4213
2013,07,BURGLARY,1009
2013,07,CRIM SEXUAL ASSAULT,79
2013,07,CRIMINAL DAMAGE,1765
2013,07,CRIMINAL SEXUAL ASSAULT,11
2013,07,CRIMINAL TRESPASS,567
2013,07,DECEPTIVE PRACTICE,515
2013,07,GAMBLING,92
2013,07,HOMICIDE,45
2013,07,INTERFERENCE WITH PUBLIC OFFICER,134
2013,07,INTIMIDATION,6
2013,07,KIDNAPPING,20
2013,07,LIQUOR LAW VIOLATION,9
2013,07,MOTOR VEHICLE THEFT,627
2013,07,NARCOTICS,2055
2013,07,OBSCENITY,3
2013,07,OFFENSE INVOLVING CHILDREN,131
2013,07,OTHER OFFENSE,944
2013,07,PROSTITUTION,120
2013,07,PUBLIC PEACE VIOLATION,238
2013,07,ROBBERY,905
2013,07,SEX OFFENSE,46
2013,07,STALKING,8
2013,07,THEFT,3056
2013,07,WEAPONS VIOLATION,342
2013,08,ARSON,34
2013,08,ASSAULT,1128
2013,08,BATTERY,3245
2013,08,BURGLARY,1671
2013,08,CRIM SEXUAL ASSAULT,94
2013,08,CRIMINAL DAMAGE,2685
2013,08,CRIMINAL SEXUAL ASSAULT,7
2013,08,CRIMINAL TRESPASS,407
2013,08,DECEPTIVE PRACTICE,794
2013,08,GAMBLING,26
2013,08,HOMICIDE,23
2013,08,INTERFERENCE WITH PUBLIC OFFICER,67
2013,08,INTIMIDATION,6
2013,08,KIDNAPPING,27
2013,08,LIQUOR LAW VIOLATION,29
2013,08,MOTOR VEHICLE THEFT,956
2013,08,NARCOTICS,1633
2013,08,NON-CRIMINAL,1
2013,08,OBSCENITY,2
2013,08,OFFENSE INVOLVING CHILDREN,215
2013,08,OTHER OFFENSE,1219
2013,08,PROSTITUTION,75
2013,08,PUBLIC INDECENCY,1
2013,08,PUBLIC PEACE VIOLATION,262
2013,08,ROBBERY,828
2013,08,SEX OFFENSE,106
2013,08,STALKING,15
2013,08,THEFT,4535
2013,08,WEAPONS VIOLATION,201
2013,09,ARSON,29
2013,09,ASSAULT,908
2013,09,BATTERY,2723
2013,09,BURGLARY,876
2013,09,CRIM SEXUAL ASSAULT,55
2013,09,CRIMINAL DAMAGE,1732
2013,09,CRIMINAL SEXUAL ASSAULT,4
2013,09,CRIMINAL TRESPASS,362
2013,09,DECEPTIVE PRACTICE,557
2013,09,GAMBLING,8
2013,09,HOMICIDE,25
2013,09,INTERFERENCE WITH PUBLIC OFFICER,55
2013,09,INTIMIDATION,13
2013,09,KIDNAPPING,10
2013,09,LIQUOR LAW VIOLATION,46
2013,09,MOTOR VEHICLE THEFT,862
2013,09,NARCOTICS,1513
2013,09,OBSCENITY,5
2013,09,OFFENSE INVOLVING CHILDREN,127
2013,09,OTHER OFFENSE,842
2013,09,PROSTITUTION,115
2013,09,PUBLIC INDECENCY,1
2013,09,PUBLIC PEACE VIOLATION,227
2013,09,ROBBERY,447
2013,09,SEX OFFENSE,87
2013,09,STALKING,3
2013,09,THEFT,3101
2013,09,WEAPONS VIOLATION,184
2013,10,ARSON,20
2013,10,ASSAULT,882
2013,10,BATTERY,2824
2013,10,BURGLARY,676
2013,10,CRIM SEXUAL ASSAULT,86
2013,10,CRIMINAL DAMAGE,1393
2013,10,CRIMINAL SEXUAL ASSAULT,3
2013,10,CRIMINAL TRESPASS,296
2013,10,DECEPTIVE PRACTICE,372
2013,10,GAMBLING,74
2013,10,HOMICIDE,27
2013,10,INTERFERENCE WITH PUBLIC OFFICER,45
2013,10,INTIMIDATION,11
2013,10,KIDNAPPING,14
2013,10,LIQUOR LAW VIOLATION,46
2013,10,MOTOR VEHICLE THEFT,518
2013,10,NARCOTICS,2453
2013,10,OFFENSE INVOLVING CHILDREN,127
2013,10,OTHER OFFENSE,766
2013,10,PROSTITUTION,64
2013,10,PUBLIC PEACE VIOLATION,306
2013,10,ROBBERY,589
2013,10,SEX OFFENSE,56
2013,10,STALKING,9
2013,10,THEFT,2154
2013,10,WEAPONS VIOLATION,194
2013,11,ARSON,23
2013,11,ASSAULT,1129
2013,11,BATTERY,3846
2013,11,BURGLARY,661
2013,11,CRIM SEXUAL ASSAULT,76
2013,11,CRIMINAL DAMAGE,1506
2013,11,CRIMINAL SEXUAL ASSAULT,2
2013,11,CRIMINAL TRESPASS,344
2013,11,DECEPTIVE PRACTICE,699
2013,11,GAMBLING,108
2013,11,HOMICIDE,38
2013,11,INTERFERENCE WITH PUBLIC OFFICER,178
2013,11,INTIMIDATION,8
2013,11,KIDNAPPING,14
2013,11,LIQUOR LAW VIOLATION,13
2013,11,MOTOR VEHICLE THEFT,679
2013,11,NARCOTICS,7249
2013,11,OBSCENITY,1
2013,11,OFFENSE INVOLVING CHILDREN,130
2013,11,OTHER OFFENSE,1019
2013,11,PROSTITUTION,347
2013,11,PUBLIC PEACE VIOLATION,179
2013,11,ROBBERY,794
2013,11,SEX OFFENSE,36
2013,11,STALKING,12
2013,11,THEFT,2608
2013,11,WEAPONS VIOLATION,261
2013,12,ARSON,13
2013,12,ASSAULT,785
2013,12,BATTERY,2119
2013,12,BURGLARY,811
2013,12,CRIM SEXUAL ASSAULT,48
2013,12,CRIMINAL DAMAGE,1452
2013,12,CRIMINAL SEXUAL ASSAULT,2
2013,12,CRIMINAL TRESPASS,353
2013,12,DECEPTIVE PRACTICE,642
2013,12,GAMBLING,20
2013,12,HOMICIDE,14
2013,12,INTERFERENCE WITH PUBLIC OFFICER,31
2013,12,INTIMIDATION,4
2013,12,KIDNAPPING,9
2013,12,LIQUOR LAW VIOLATION,41
2013,12,MOTOR VEHICLE THEFT,860
2013,12,NARCOTICS,953
2013,12,NON - CRIMINAL,1
2013,12,OBSCENITY,2
2013,12,OFFENSE INVOLVING CHILDREN,145
2013,12,OTHER OFFENSE,660
2013,12,PROSTITUTION,70
2013,12,PUBLIC PEACE VIOLATION,174
2013,12,ROBBERY,457
2013,12,SEX OFFENSE,54
2013,12,STALKING,11
2013,12,THEFT,4301
2013,12,WEAPONS VIOLATION,84
2013,14,ARSON,18
2013,14,ASSAULT,509
2013,14,BATTERY,1564
2013,14,BURGLARY,960
2013,14,CRIM SEXUAL ASSAULT,42
2013,14,CRIMINAL DAMAGE,1221
2013,14,CRIMINAL SEXUAL ASSAULT,3
2013,14,CRIMINAL TRESPASS,223
2013,14,DECEPTIVE PRACTICE,421
2013,14,GAMBLING,2
2013,14,HOMICIDE,13
2013,14,INTERFERENCE WITH PUBLIC OFFICER,24
2013,14,INTIMIDATION,2
2013,14,KIDNAPPING,4
2013,14,LIQUOR LAW VIOLATION,32
2013,14,MOTOR VEHICLE THEFT,697
2013,14,NARCOTICS,477
2013,14,OFFENSE INVOLVING CHILDREN,87
2013,14,OTHER OFFENSE,538
2013,14,PROSTITUTION,12
2013,14,PUBLIC PEACE VIOLATION,73
2013,14,ROBBERY,432
2013,14,SEX OFFENSE,32
2013,14,STALKING,10
2013,14,THEFT,3366
2013,14,WEAPONS VIOLATION,50
2013,15,ARSON,15
2013,15,ASSAULT,792
2013,15,BATTERY,2955
2013,15,BURGLARY,424
2013,15,CRIM SEXUAL ASSAULT,48
2013,15,CRIMINAL DAMAGE,1075
2013,15,CRIMINAL SEXUAL ASSAULT,2
2013,15,CRIMINAL TRESPASS,268
2013,15,DECEPTIVE PRACTICE,303
2013,15,GAMBLING,83
2013,15,HOMICIDE,26
2013,15,INTERFERENCE WITH PUBLIC OFFICER,87
2013,15,INTIMIDATION,6
2013,15,KIDNAPPING,10
2013,15,LIQUOR LAW VIOLATION,10
2013,15,MOTOR VEHICLE THEFT,386
2013,15,NARCOTICS,3762
2013,15,OBSCENITY,1
2013,15,OFFENSE INVOLVING CHILDREN,94
2013,15,OTHER OFFENSE,774
2013,15,PROSTITUTION,46
2013,15,PUBLIC PEACE VIOLATION,133
2013,15,ROBBERY,499
2013,15,SEX OFFENSE,30
2013,15,STALKING,6
2013,15,THEFT,1804
2013,15,WEAPONS VIOLATION,181
2013,16,ARSON,11
2013,16,ASSAULT,535
2013,16,BATTERY,1477
2013,16,BURGLARY,721
2013,16,CRIM SEXUAL ASSAULT,24
2013,16,CRIMINAL DAMAGE,1183
2013,16,CRIMINAL SEXUAL ASSAULT,6
2013,16,CRIMINAL TRESPASS,319
2013,16,DECEPTIVE PRACTICE,520
2013,16,GAMBLING,1
2013,16,HOMICIDE,4
2013,16,INTERFERENCE WITH PUBLIC OFFICER,26
2013,16,INTIMIDATION,7
2013,16,KIDNAPPING,12
2013,16,LIQUOR LAW VIOLATION,17
2013,16,MOTOR VEHICLE THEFT,510
2013,16,NARCOTICS,823
2013,16,OBSCENITY,1
2013,16,OFFENSE INVOLVING CHILDREN,101
2013,16,OTHER OFFENSE,1398
2013,16,PROSTITUTION,7
2013,16,PUBLIC PEACE VIOLATION,79
2013,16,ROBBERY,143
2013,16,SEX OFFENSE,38
2013,16,STALKING,8
2013,16,THEFT,2618
2013,16,WEAPONS VIOLATION,56
2013,17,ARSON,14
2013,17,ASSAULT,411
2013,17,BATTERY,1354
2013,17,BURGLARY,656
2013,17,CRIM SEXUAL ASSAULT,31
2013,17,CRIMINAL DAMAGE,1124
2013,17,CRIMINAL SEXUAL ASSAULT,5
2013,17,CRIMINAL TRESPASS,123
2013,17,DECEPTIVE PRACTICE,335
2013,17,GAMBLING,2
2013,17,HOMICIDE,7
2013,17,INTERFERENCE WITH PUBLIC OFFICER,21
2013,17,INTIMIDATION,6
2013,17,KIDNAPPING,6
2013,17,LIQUOR LAW VIOLATION,24
2013,17,MOTOR VEHICLE THEFT,643
