hour,district,primary_type,count,average
0,19,NARCOTICS,387,16.125
0,19,NON-CRIMINAL,1,0.041666666666666664
0,19,OBSCENITY,5,0.20833333333333334
0,19,OFFENSE INVOLVING CHILDREN,154,6.416666666666667
0,19,OTHER OFFENSE,807,33.625
0,19,PROSTITUTION,69,2.875
0,19,PUBLIC INDECENCY,1,0.041666666666666664
0,19,PUBLIC PEACE VIOLATION,81,3.375
0,19,ROBBERY,605,25.208333333333332
0,19,SEX OFFENSE,81,3.375
0,19,STALKING,18,0.75
0,19,THEFT,5853,243.875
0,19,WEAPONS VIOLATION,71,2.9583333333333335
0,20,ARSON,14,0.5833333333333334
0,20,ASSAULT,302,12.583333333333334
0,20,BATTERY,1102,45.916666666666664
0,20,BURGLARY,331,13.791666666666666
0,20,CRIM SEXUAL ASSAULT,76,3.1666666666666665
0,20,CRIMINAL DAMAGE,1372,57.166666666666664
0,20,CRIMINAL SEXUAL ASSAULT,67,2.7916666666666665
0,20,CRIMINAL TRESPASS,154,6.416666666666667
0,20,DECEPTIVE PRACTICE,1296,54.0
0,20,HOMICIDE,5,0.20833333333333334
0,20,INTERFERENCE WITH PUBLIC OFFICER,12,0.5
0,20,INTIMIDATION,2,0.08333333333333333
0,20,KIDNAPPING,1,0.041666666666666664
0,20,LIQUOR LAW VIOLATION,21,0.875
0,20,MOTOR VEHICLE THEFT,425,17.708333333333332
0,20,NARCOTICS,385,16.041666666666668
0,20,OBSCENITY,4,0.16666666666666666
0,20,OFFENSE INVOLVING CHILDREN,130,5.416666666666667
0,20,OTHER OFFENSE,706,29.416666666666668
0,20,PROSTITUTION,33,1.375
0,20,PUBLIC PEACE VIOLATION,41,1.7083333333333333
0,20,ROBBERY,270,11.25
0,20,SEX OFFENSE,67,2.7916666666666665
0,20,STALKING,10,0.4166666666666667
0,20,THEFT,2282,95.08333333333333
